"Time (s)","Acceleration (m/s²)"
3.140480442E1,-1.537817717E-3
3.144465342E1,2.354089022E-3
3.148450142E1,1.600382924E-3
3.152435042E1,9.385365844E-3
3.156419842E1,-4.970133305E-5
3.160404642E1,-4.539778233E-3
3.164389542E1,-4.239816070E-3
3.168374342E1,5.339677334E-3
3.172359242E1,5.786989331E-3
3.176344042E1,6.233131886E-3
3.180328942E1,-7.094426751E-3
3.184313742E1,-9.624516964E-4
3.188298642E1,1.579332948E-3
3.192283442E1,1.819361150E-2
3.196268342E1,8.536934853E-5
3.200253142E1,1.130909979E-2
3.204238042E1,2.924192548E-3
3.208222817E1,-1.339421690E-2
3.212207717E1,1.564539492E-2
3.216192517E1,-5.012817979E-3
3.220177317E1,4.861959815E-3
3.224162217E1,-1.204818785E-2
3.228147017E1,4.119948149E-3
3.232131917E1,1.504547060E-2
3.236116717E1,-5.160752535E-3
3.240101617E1,1.115239441E-2
3.244086417E1,6.060639024E-3
3.248071317E1,-9.959562421E-3
3.252056117E1,2.207031548E-2
3.256041017E1,1.114420831E-2
3.260025817E1,1.084015310E-2
3.264010717E1,7.094426751E-3
3.267995517E1,-1.880639970E-2
3.271980317E1,1.247620404E-2
3.275965217E1,1.989807487E-3
3.279950017E1,-8.192533851E-3
3.283934917E1,1.066766024E-2
3.287919717E1,-6.550635695E-3
3.291904617E1,-7.300248742E-3
3.295889417E1,2.608325958E-2
3.299874317E1,1.455722809E-2
3.303859117E1,4.969548583E-3
3.307843896E1,-1.614474714E-2
3.311828796E1,2.965766251E-2
3.315813596E1,-2.975063324E-3
3.319798496E1,-1.734693468E-2
3.323783296E1,2.107921243E-3
3.327768196E1,-1.782231331E-3
3.331752996E1,2.256440520E-3
3.335737796E1,1.767320931E-2
3.339722696E1,-4.032824636E-3
3.343707496E1,-3.037979364E-2
3.347692396E1,-8.521732092E-3
3.351677196E1,-1.226745844E-2
3.355662096E1,1.482678473E-2
3.359646896E1,-1.795562983E-2
3.363631796E1,-1.855496943E-2
3.367616596E1,1.961506963E-2
3.371601396E1,7.190321088E-3
3.375586296E1,-1.571673095E-2
3.379571096E1,2.769241333E-2
3.383555996E1,7.480927706E-3
3.387540796E1,-7.338840365E-3
3.391525696E1,1.511271358E-2
3.395510496E1,-8.396601677E-3
3.399495296E1,1.001335680E-2
3.403480196E1,2.076346278E-3
3.407465042E1,1.474083066E-3
3.411449942E1,2.422793806E-2
3.415434742E1,-2.396715224E-2
3.419419542E1,6.274647117E-3
3.423404442E1,-1.957063079E-3
3.427389242E1,1.466189325E-2
3.431374142E1,-4.948498607E-3
3.435358942E1,-6.896790862E-3
3.439343842E1,-4.055628777E-3
3.443328642E1,2.453491688E-2
3.447313442E1,-2.021908700E-2
3.451298342E1,2.618149281E-2
3.455283142E1,-2.052080333E-2
3.459268042E1,6.123788953E-3
3.463252842E1,-6.000412703E-3
3.467237742E1,-2.109090686E-3
3.471222542E1,3.066981554E-2
3.475207342E1,-1.587986827E-2
3.479192242E1,2.228549302E-2
3.483177042E1,4.174911976E-3
3.487161942E1,-8.700656891E-3
3.491146742E1,-6.756457686E-3
3.495131542E1,-2.157797992E-2
3.499116442E1,8.096230209E-2
3.503101242E1,-3.579022229E-2
3.507086104E1,-8.700072169E-3
3.511070904E1,4.593221784E-2
3.515055704E1,-3.878750503E-2
3.519040604E1,1.195287824E-2
3.523025404E1,1.924318671E-3
3.527010304E1,3.260465920E-2
3.530995104E1,-1.724168479E-2
3.534979904E1,1.917302012E-3
3.538964804E1,-3.472076654E-3
3.542949604E1,-7.215464115E-3
3.546934504E1,1.149738014E-2
3.550919304E1,7.306095958E-3
3.554904204E1,-3.770869374E-3
3.558889004E1,-8.260946274E-3
3.562873804E1,4.163217545E-3
3.566858704E1,-3.268593550E-4
3.570843504E1,1.958524883E-2
3.574828304E1,-1.020105243E-2
3.578813204E1,6.411471963E-3
3.582798004E1,3.021548688E-2
3.586782904E1,-2.232233047E-2
3.590767704E1,1.404559672E-2
3.594752604E1,-1.109918475E-2
3.598737404E1,1.628917336E-2
3.602722204E1,3.005936623E-2
3.606707117E1,-6.167643070E-3
3.610691917E1,2.556519628E-2
3.614676717E1,-1.035717309E-2
3.618661617E1,1.344625711E-2
3.622646417E1,-2.203055441E-2
3.626631317E1,1.494080544E-2
3.630616117E1,2.855604708E-2
3.634600917E1,-3.790457547E-2
3.638585817E1,3.199830294E-2
3.642570617E1,2.690713227E-2
3.646555517E1,-2.008927882E-2
3.650540317E1,5.651918650E-3
3.654525117E1,-7.517765164E-3
3.658510017E1,-1.410816193E-2
3.662494817E1,2.226268888E-2
3.666479717E1,-2.637795925E-2
3.670464517E1,4.067966402E-2
3.674449317E1,-2.428465605E-2
3.678434217E1,-3.927574754E-3
3.682419017E1,2.654635906E-4
3.686403817E1,9.843202829E-3
3.690388717E1,9.398814440E-3
3.694373517E1,-3.460908473E-2
3.698358417E1,2.646274388E-2
3.702343217E1,2.663991451E-3
3.706327996E1,-4.519897699E-3
3.710312896E1,-1.469931543E-2
3.714297696E1,8.057463169E-3
3.718282596E1,4.760802984E-3
3.722267396E1,-2.936413229E-2
3.726252196E1,-1.522030234E-3
3.730237096E1,-2.352393329E-2
3.734221896E1,-1.169735491E-2
3.738206796E1,-2.716031671E-3
3.742191596E1,-4.814597368E-3
3.746176396E1,-7.360475063E-3
3.750161296E1,-5.266587138E-3
3.754146096E1,8.953256607E-3
3.758130896E1,-1.724577785E-2
3.762115796E1,1.613188326E-2
3.766100596E1,-6.230442166E-2
3.770085496E1,4.667013645E-2
3.774070296E1,-8.113011718E-3
3.778055096E1,-1.081091702E-2
3.782039996E1,-3.627612591E-3
3.786024796E1,-1.455371976E-2
3.790009596E1,7.005549073E-3
3.793994496E1,-3.618257046E-3
3.797979296E1,-7.730019093E-4
3.801964196E1,-4.665493369E-3
3.805949004E1,2.152886331E-2
3.809933804E1,-7.959814668E-3
3.813918704E1,2.406713963E-2
3.817903504E1,1.312699914E-3
3.821888304E1,4.904644489E-3
3.825873204E1,-9.616915584E-3
3.829858004E1,4.093050957E-4
3.833842904E1,1.014491916E-3
3.837827704E1,1.209438086E-2
3.841812504E1,7.756916285E-3
3.845797404E1,2.964538336E-3
3.849782204E1,1.763520241E-2
3.853767004E1,-4.369039536E-3
3.857751904E1,1.374446511E-2
3.861736704E1,1.449232399E-2
3.865721604E1,1.044558299E-1
3.869706404E1,-6.213777602E-2
3.873691204E1,1.854385972E-2
3.877676104E1,-8.474018812E-2
3.881660904E1,1.523620677E-1
3.885645704E1,-6.453045666E-2
3.889630604E1,-5.240683973E-2
3.893615404E1,-2.973139590E-1
3.897600304E1,1.205707562E-1
3.901585104E1,1.405319810E-1
3.905569958E1,3.819635153E-2
3.909554858E1,-3.219067633E-1
